page,pseudo,fbid,fbid#,nb,interactions,interactions/post,info?
Les Mixeurs,lesmixeurs,619047764885072,#619047764885072,110,681722,"6197,5",non
Refuge GroinGroin,refugegroingroin,142934702426467,#142934702426467,110,560824,"5098,4",non
L'Association Gorilla,fabrice.martinez.france,286966597995212,#286966597995212,110,339149,"3083,2",non
Outlander - France,Outlander.Officiel.France,1011019598964501,#1011019598964501,110,240236,2184,non
Rabah Asma,RabahAsmaOfficiel,100044355732875,#100044355732875,110,239524,"2177,5",non
OGGY et les Cafards,Oggy.pageofficielle,77944288631,#77944288631,110,238857,"2171,4",non
Bernard Werber,Bernard.Werber.officiel,100044618940804,#100044618940804,110,196507,"1786,4",non
Bruno Bilde,BildeBruno,1945546135661813,#1945546135661813,110,187709,"1706,4",non
Quiberon - Kiberen,quiberon.kiberen,209392622440399,#209392622440399,110,186681,"1697,1",non
Milko Potisek,MilkoPotisek,100044115262025,#100044115262025,110,175843,"1598,6",non
Astérix et Obélix,asterixobelixofficiel,511348515544449,#511348515544449,110,169660,"1542,4",non
Ina Histoire,InaHistoire,534976559877747,#534976559877747,110,161806,1471,non
100%Jaune,Slidoww,276786209655386,#276786209655386,110,152900,1390,non
Les crises de rire du web,lescrisesderireduweb,1536077743329780,#1536077743329780,110,137052,"1245,9",non
Anomaly,anomalymodel,100050453381569,#100050453381569,110,125260,"1138,7",non
Free,FreeFrance,350443398302522,#350443398302522,110,124721,"1133,8",non
Féminicides par compagnons ou ex,feminicide,1254619207882437,#1254619207882437,110,105128,"955,7",non
Handi'Chiens,Handichiens,237822849665127,#237822849665127,110,98009,891,non
Terre Comtoise-Gauvain,machinismefranccomtois,131816593816453,#131816593816453,110,92957,"845,1",non
Église Catholique en France,eglise.catholique.fr,16349097884,#16349097884,110,91457,"831,4",non
Lagriffe Photographie,lagriffephotographie,100256170449927,#100256170449927,110,90589,"823,5",non
Eric Jean-Jean,ericjean2,100044294086392,#100044294086392,110,89245,"811,3",non
La page du Nain,elnanobrokeur,230640877134925,#230640877134925,110,64875,"589,8",non
Kemi Seba,KemiSebaOfficial,100044532245473,#100044532245473,109,1508962,"13843,7",non
Jean-Claude Muaka,JeanClaudeMuakaPage,496110943877663,#496110943877663,109,717009,"6578,1",non
Et ça se dit,etcadit,1054446397946293,#1054446397946293,109,670010,"6146,9",non
François Boulo #onnoublierapas,BouloGiletJaune,935380270000596,#935380270000596,109,427878,"3925,5",non
Kiabi,kiabi.africa,110083476009755,#110083476009755,109,340604,"3124,8",non
Youssou Ndour - King of Mbalakh,YoussouNdourFanPage,1808905159350458,#1808905159350458,109,262568,"2408,9",non
TV5MONDE Afrique,tv5mondeafrique,117621581593054,#117621581593054,109,244567,"2243,7",oui
Suzuki Moto France,SuzukiMotoFrance,401983089869094,#401983089869094,109,236060,"2165,7",non
Khalee Protection Animale,khalee.protection.animale,300397340401856,#300397340401856,109,189876,1742,non
TUI,TUIFrance,1797588887129217,#1797588887129217,109,180337,"1654,5",non
Astuces minceur,AstucesMinceurOFF,492432990884726,#492432990884726,109,162779,"1493,4",non
Plaisirs d'Hérault,plaisirsdherault,112608505480403,#112608505480403,109,161534,1482,non
Unofficial Bertrand Cantat,UnofficialBertrandCantat,100044134432944,#100044134432944,109,159949,"1467,4",non
Aix les Bains Riviera des Alpes,AixRiviera,200673218730,#200673218730,109,128883,"1182,4",non
COLUCHE,parisbruxelle,100050648252340,#100050648252340,109,115189,"1056,8",non
Topito Foot,TopitoFoot,129374547086446,#129374547086446,109,113811,"1044,1",non
Je veux un sourire,Jeveuxunsourire,2585788481491102,#2585788481491102,109,110282,"1011,8",non
Adeline la petite maligne,adelinelapetitemaligne,1873044749677849,#1873044749677849,109,99466,"912,5",non
La Voix du Nord rédaction Hazebrouck,lavoixdunord.hazebrouck,203816683002744,#203816683002744,109,88228,"809,4",oui
De Brocéliande à Avalon ***,BroceliandeAvalon,231980130208426,#231980130208426,109,77316,"709,3",non
Decathlon France,Decathlon.France,122695097770591,#122695097770591,108,401775,"3720,1",non
Hapsatou Sy,hapsatoussy,325644334112904,#325644334112904,108,373951,"3462,5",non
On Est Prêt,onestpret.fr,227680491430985,#227680491430985,108,327233,"3029,9",non
Super nan Super,supernansuper,100044652814192,#100044652814192,108,246292,"2280,5",non
Le Réveil Chérie,lereveilcherie,749133381796954,#749133381796954,108,236707,"2191,7",non
Maxi Zoo France,MaxiZoo.France,300729696661128,#300729696661128,108,219241,2030,non
Petites Observations Automobiles - POA,PetitesObservationsAutomobiles,412789288752662,#412789288752662,108,217776,"2016,4",non
Papacito - Roi des Wisigoths,PapacitoOfficiel,102429897899271,#102429897899271,108,208960,"1934,8",non
TOY SAN,ToySanOff,100054140391561,#100054140391561,108,169284,"1567,4",non
Luberon Coeur de Provence Tourisme,Luberoncoeurdeprovence,170911692958265,#170911692958265,108,152566,"1412,6",non
Nickel,NickelFr,471014112983009,#471014112983009,108,138435,"1281,8",non
TANO,TANO.humoriste,48316309392,#48316309392,108,135847,"1257,8",non
13ème RUE,13emeRUE,91840125361,#91840125361,108,135168,"1251,6",non
Peugeot,PeugeotFrance,320619737988417,#320619737988417,108,135069,"1250,6",non
Minurne Résistance - Covid19 Justice,Minurne,683401961671232,#683401961671232,108,132349,"1225,5",non
Strasbourg.eu,strasbourg.eu,161360213882507,#161360213882507,108,123745,"1145,8",non
Clarisse Agbegnenou,ClarisseAgb,100044544694800,#100044544694800,108,121313,"1123,3",non
Joachim Garraud,joachimgarraud,192254817432,#192254817432,108,119448,1106,non
Radio Isa,radioisa38,224041417651387,#224041417651387,108,116542,"1079,1",non
Nantes FC News,NantesFCNews,1424747284446850,#1424747284446850,108,105561,"977,4",non
RoseUp Association - Rose magazine,RoseUpAssociation,139991002765655,#139991002765655,108,102231,"946,6",non
Pet Alert Yvelines 78,Pet.Alert.Fr.78,302740863158198,#302740863158198,108,97175,"899,8",non
L'Echo de la Lys,echolys,256928503810,#256928503810,108,96492,"893,4",oui
RJFM,rjfm92.3,75191480260,#75191480260,108,95966,"888,6",non
Gendarmerie de la Savoie,gendarmeriedelasavoie,144889969024759,#144889969024759,108,91576,"847,9",non
Orléans Métropole,OrleansMetropole,1419510361665461,#1419510361665461,108,83852,"776,4",non
Chane,chane.art,213845541983808,#213845541983808,108,79321,"734,5",non
Office de Tourisme Grenoble-Alpes Métropole,OfficedeTourismedeGrenoble,204946859518095,#204946859518095,108,74303,688,non
Chefclub,Chefclub.tv,169373263087295,#169373263087295,107,7310091,"68318,6",non
1 innovation par jour.,1innovbyExploreMedia,520430624775359,#520430624775359,107,2353455,"21994,9",non
Kiss Fm,kissfmfrance,356377321103307,#356377321103307,107,1060579,9912,non
Moussier Tombola,MoussierTombolaOfficiel,100044410630080,#100044410630080,107,809347,7564,non
ARTE Creative,creative.arte,134545446597376,#134545446597376,107,602795,"5633,6",non
Les Sabots Du Coeur,lessabotsducoeur,1304906442912077,#1304906442912077,107,446871,"4176,4",non
"Pierre et Fred, Gers, L'amour est dans le pré",pierreetfredlamourestdanslepre,100044437836216,#100044437836216,107,398082,"3720,4",non
Auchan Le Havre,AuchanLeHavre,177835732227869,#177835732227869,107,264612,2473,non
Christophe ANDRÉ,ChristopheAndrePsychiatre,153891714694886,#153891714694886,107,192424,"1798,4",non
Visit Malta,visitmaltefr,123329474521861,#123329474521861,107,173159,"1618,3",non
Tout sur la téléréalité,Toutsurlatelerealitee,2280081482319459,#2280081482319459,107,170423,"1592,7",non
L'Œuf de nos Villages,LoeufDeNosVillages,245782179149302,#245782179149302,107,168279,"1572,7",non
Malaise,malaisetvoff,338736006484420,#338736006484420,107,166200,"1553,3",non
Les Perles de Maman,Perlesdemaman,100044234359206,#100044234359206,107,138631,"1295,6",non
Atelier des Lumières,AtelierLumieres,1834234363256414,#1834234363256414,107,117430,"1097,5",non
Fans de Marseille,FansMarseille,328953167279666,#328953167279666,107,99101,"926,2",non
Syndicat Les Constructifs,syndicatlesconstructifs,100057226249436,#100057226249436,107,98541,"920,9",non
Photoyouss,Photoyouss974,271389270051040,#271389270051040,107,97178,"908,2",non
Baby Boom,BabyBoomOfficiel,434353783268393,#434353783268393,107,89702,"838,3",non
Trafic Métropolitain,TraficMetropolitain,566286453564291,#566286453564291,107,86628,"809,6",non
Damien Seguin - Voile,DamienSeguin.le.Defi,100058223852484,#100058223852484,107,82116,"767,4",non
Alan Roura - La Fabrique,AlanRouraSkipper,100044627790325,#100044627790325,107,79057,"738,9",non
Le saviez-vous? Version Couples.,LSV.couples.Offcielle,1531293620425430,#1531293620425430,107,74057,"692,1",non
SOA LudysoaetNathan,SOAludysoaetnathan,257868778492036,#257868778492036,106,704822,"6649,3",non
Guinée Conakry,LaGuinee224,563170993720442,#563170993720442,106,572379,"5399,8",non
Orange,OrangeRDCongo,280166965356155,#280166965356155,106,352192,"3322,6",non
Côte d'Azur France,visitcotedazur,107143874529,#107143874529,106,345665,3261,non
J'aime Vraiment Chat,jaime.vraiment.chat,1635828470078886,#1635828470078886,106,312750,"2950,5",non
Julien Cohen - Affaire Conclue,juliencohenmesdecouvertes,1304801099620071,#1304801099620071,106,298181,2813,non
Tout sur The Walking Dead,ToutsurTWD,409623289183591,#409623289183591,106,251916,"2376,6",non
Elevage de la Louve Blanche - Czechoslovakian Wolfdog,la.louve.B,1377819109197635,#1377819109197635,106,251664,"2374,2",non
Ummah Charity,UmmahCharity,477786528999863,#477786528999863,106,224204,"2115,1",non
A.S.G - Assistant de Soins en Gérontologie,ASG.France,999844976728066,#999844976728066,106,211709,"1997,3",non
botanic®,botanic,114001785283146,#114001785283146,106,186522,"1759,6",non
La Méridionale,lameridionale,144435342299306,#144435342299306,106,155462,"1466,6",non
José Cruz comédien humoriste,JoseCruzOfficiel,100047214618283,#100047214618283,106,154766,"1460,1",non
Arnaud RIOU,ar.riou,465636000141361,#465636000141361,106,134489,"1268,8",non
Pretre SN Animation,pretreSndundu,640580462672524,#640580462672524,106,127757,"1205,3",non
AS Dakar Sacré-Coeur,asdakarsacrecoeur,127687653933044,#127687653933044,106,118308,"1116,1",non
Macif,MacifAssurances,130606440325044,#130606440325044,106,111164,"1048,7",non
Unis-Vers l'Essence-Ciel,unisverslessencecielorg,962913673851626,#962913673851626,106,95021,"896,4",non
Narbonne Tourisme,narbonnetourisme,162915937051979,#162915937051979,106,90937,"857,9",non
Anaïs Baydemir,AnaisBaydemirOfficiel,100044540825051,#100044540825051,106,90126,"850,2",non
Surf-Report,surfreportcom,146424538711368,#146424538711368,106,88380,"833,8",non
Préfet des Pyrénées-Orientales,Prefet66,352919778209784,#352919778209784,106,85540,807,non
foodwatch France,foodwatchFR,194934737335658,#194934737335658,106,80816,"762,4",non
7e Bataillon de Chasseurs Alpins,7eBCA,421384361224512,#421384361224512,106,71751,"676,9",non
Booba,booba,12867380644,#12867380644,105,1211581,"11538,9",non
KERY JAMES,keryjamesofficial,465871710234,#465871710234,105,1050285,"10002,7",non
Toofan,ToofanOfficiel,257865184262767,#257865184262767,105,976128,"9296,5",non
"Kaamelott, les répliques cultes !",kaamelott.les.repliques.cultes,356212616404,#356212616404,105,588467,"5604,4",non
FolyFring,foly.fring,621869634582477,#621869634582477,105,304762,"2902,5",non
Loire Tourisme,loiretourisme,184152718303979,#184152718303979,105,283664,"2701,6",non
Renaud Lavillenie,RenaudLavillenieOfficiel,100044464028283,#100044464028283,105,241950,"2304,3",non
8 Mont-Blanc,tv8infos,113487335349615,#113487335349615,105,236388,"2251,3",non
"Ministère de l'Économie, des Finances et de la Relance",Economie.Gouv,199288916446,#199288916446,105,199187,1897,non
Wellbox,wellbox,161348139267,#161348139267,105,195568,"1862,6",non
Gers Gascogne Tourisme,gersgascognetourisme,193862584615,#193862584615,105,195079,"1857,9",non
Nora Hamzawi,HamzawiNora,573325352680319,#573325352680319,105,177227,"1687,9",non
Olivier,Ciappa.Olivier,124526830893422,#124526830893422,105,141660,"1349,1",non
Site Officiel Yohan Lidon,yohanlidon,100044546944550,#100044546944550,105,131736,"1254,6",non
Irène Grosjean,IreneGrosjean.LaPapesseDuCru,244972192549428,#244972192549428,105,114734,"1092,7",non
Santédiscount,Santediscount,167515243260632,#167515243260632,105,113907,"1084,8",non
Ville de Troyes,Troyes,128311983983504,#128311983983504,105,113859,"1084,4",non
Altwawn - Actualités des Comores,altwawn,1515742602035035,#1515742602035035,105,106498,"1014,3",non
La Montagne Clermont,lamontagneclermont,910432965688835,#910432965688835,105,95077,"905,5",oui
Aime Nkanu,aimenkanu.officiel,100044295376534,#100044295376534,104,590476,"5677,7",non
Elise Lucet,EliseLucetOfficiel,734316643413816,#734316643413816,104,386869,"3719,9",non
Les Landes,landes.tourisme,404931312923404,#404931312923404,104,385894,"3710,5",non
Police Action,PoliceAction1,612967845851170,#612967845851170,104,364757,"3507,3",non
Sara'h,Sarahhofficiel,100044270777632,#100044270777632,104,353523,"3399,3",non
Bricomarché,Bricomarche,1827976274120198,#1827976274120198,104,300554,"2889,9",non
Section Anti Chasse France,SectionAntiChasse,537039469994917,#537039469994917,104,216815,"2084,8",non
Futuroscope,Futuroscope,111083443221,#111083443221,104,199010,"1913,6",non
MaliKa Ka Fiman,malikakafiman,100057438399909,#100057438399909,104,152250,"1463,9",non
Alliance Anticorrida,AllianceAnticorrida,176201859103374,#176201859103374,104,145124,"1395,4",non
Shinobi -x- Info Libre et sans pub,NinjaCouvreFeu,1470347109769470,#1470347109769470,104,143900,"1383,7",non
Esprit Hauts-de-France,esprithautsdefrance,122561304481377,#122561304481377,104,134469,1293,non
Amirouche Chanteur Kabyle,AmiroucheOfficiel,100044903624544,#100044903624544,104,115918,"1114,6",non
Pilote-de-Course,blogpilotedecourse,283054948545637,#283054948545637,104,114215,"1098,2",non
Les Restos du Coeur,restosducoeur,114877028543041,#114877028543041,104,113983,1096,non
Astuces pour DYS,astucespourdys,649299455130391,#649299455130391,104,109450,"1052,4",non
La Voix Dunkerquoise,lavoixdunkerquoise,824637557575566,#824637557575566,104,105631,"1015,7",non
SaphirNews,saphirnews,48136790979,#48136790979,104,105379,"1013,3",non
Le Parisien 75 - Paris,Le.Parisien.75.Paris,120676098018358,#120676098018358,104,89367,"859,3",oui
Forever Living Products France,ForeverFranceHQ,338690272832396,#338690272832396,104,85191,"819,1",non
Trucs et idées de Génie,ideesdegenie.net,1467158533517377,#1467158533517377,104,83634,"804,2",non
Faut Rire De Tout,pompedopppp,100044151293262,#100044151293262,104,76772,"738,2",non
Showroomprive,showroomprivecom,126321144088217,#126321144088217,104,70590,"678,8",non
BirdsDessines.fr,BirdsDessines.fr,313816551999598,#313816551999598,104,68554,"659,2",non
Vie d'étudiant,officielviedetudiant,165781207121120,#165781207121120,103,960548,"9325,7",non
66 Minutes,66MINUTES,130472220310920,#130472220310920,103,546327,"5304,1",non
Fish killa- Instinct Killers,FiskillerInstinctKillers,100044156093358,#100044156093358,103,498610,"4840,9",non
Lyon,LyonFrance,62279150187,#62279150187,103,479577,"4656,1",non
L'antre du cinéphile,lantreducinephile,1736558779958857,#1736558779958857,103,456979,"4436,7",non
MiniGrizzly2.0,MiniGrizzlyteam,104143674671178,#104143674671178,103,359966,"3494,8",non
PonyCorn le blog,ponycornleblog,591036787639586,#591036787639586,103,357251,"3468,5",non
Wonderbox.fr,wonderbox,156462096162,#156462096162,103,291081,2826,non
Nagui,naguiofficiel,100044566353663,#100044566353663,103,206813,"2007,9",non
Hoshi,Hoshi.Officielle,220222521330962,#220222521330962,103,183516,"1781,7",non
Durix,durix,546068348801596,#546068348801596,103,163739,"1589,7",non
Putain de chat,putaindechatlapuss,1101904706531804,#1101904706531804,103,143569,"1393,9",non
Vague et Vent,Vagueetvent,160664537281193,#160664537281193,103,137756,"1337,4",non
Lord_Puma,LordPuma56,1597670330470488,#1597670330470488,103,129330,"1255,6",non
Jura Tourisme,juratourism,350568635088,#350568635088,103,119615,"1161,3",non
La Fédération des Auto-Entrepreneurs,autoentrepreneurs,103634780618,#103634780618,103,110965,"1077,3",non
Tégo,Tego.asso,205179686172259,#205179686172259,103,108555,"1053,9",non
The Tribune Sports,TheTribuneSports,100047094222526,#100047094222526,103,108437,"1052,8",non
GUIZMO,GuizmoYetW,100044537225242,#100044537225242,103,96000,932,non
Tiga,TIGA.page.officielle,100044308065463,#100044308065463,103,95554,"927,7",non
Orne Pure Normandie,ornetourisme,282750805072773,#282750805072773,103,91636,"889,7",non
Actualités du web,adw.officielle,811395302292827,#811395302292827,103,89908,"872,9",non
"BRUNO "" Un nouveau message """,BrunoUnNouveauMessage,1509546539352729,#1509546539352729,103,88947,"863,6",non
Ligue Butagaz Energie,LigueButagazEnergie,126899440682304,#126899440682304,103,86951,"844,2",non
M·A·C Cosmetics,MACCosmeticsFranceOfficiel,222737354894470,#222737354894470,103,80258,"779,2",non
I love books,ilovebooks83,1490896554563710,#1490896554563710,103,78058,"757,8",non
Au bonheur des 4 'pattes - Nimes - 30,aubonheurdes4pattesnimes,347619755435926,#347619755435926,103,76655,"744,2",non
TopAchat,topachat,123427650425,#123427650425,102,1390274,"13630,1",non
